Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,temperature_max,precipitation,windspeed_max,nuitees_hotels_france
INN08734,1,0,2,2,Meal Plan 1,0,Room_Type 1,54,2018,10,16,Offline,0,0,0,66.5,0,Not_Canceled,24.0,0.0,9.8,38.9
INN08735,2,0,0,1,Not Selected,0,Room_Type 1,162,2018,6,30,Online,0,0,0,85.5,0,Canceled,30.9,0.1,16.2,43.5
INN08736,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,8,12,Online,0,0,0,138.0,0,Canceled,20.2,1.3,22.4,54.8
INN08737,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2017,10,30,Offline,0,0,0,65.0,0,Canceled,11.7,0.0,16.3,37.6
INN08738,2,0,0,5,Meal Plan 1,0,Room_Type 1,230,2018,9,6,Offline,0,0,0,137.0,1,Canceled,21.7,0.5,19.0,42.8
INN08739,2,0,1,0,Not Selected,0,Room_Type 1,2,2018,4,24,Online,0,0,0,89.0,0,Canceled,19.5,0.0,18.3,36.4
INN08740,1,0,1,3,Meal Plan 1,0,Room_Type 1,27,2018,12,1,Online,0,0,0,96.0,1,Not_Canceled,10.8,7.2,29.5,37.2
INN08741,3,1,0,2,Meal Plan 1,0,Room_Type 4,174,2018,8,2,Online,0,0,0,166.7,2,Canceled,31.1,0.0,14.5,55.2
INN08742,3,0,1,4,Meal Plan 1,0,Room_Type 1,181,2017,7,1,Online,0,0,0,111.5,0,Canceled,19.9,4.3,20.4,52.3
INN08743,3,0,0,2,Meal Plan 1,0,Room_Type 4,29,2018,10,5,Online,0,0,0,201.25,3,Not_Canceled,24.5,0.0,11.3,38.9
INN08744,3,0,0,1,Meal Plan 1,0,Room_Type 4,5,2018,11,25,Online,0,0,0,161.0,2,Not_Canceled,8.1,9.2,17.3,31.4
INN08745,2,0,2,1,Meal Plan 1,0,Room_Type 4,81,2018,10,2,Online,0,0,0,119.07,0,Canceled,16.8,0.2,24.1,38.9
INN08746,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,5,24,Corporate,0,0,0,110.0,1,Not_Canceled,23.0,1.2,7.6,39.9
INN08747,3,0,0,2,Meal Plan 1,0,Room_Type 4,127,2018,8,26,Online,0,0,0,128.7,0,Canceled,23.0,0.0,21.7,55.2
INN08748,2,0,0,2,Meal Plan 1,0,Room_Type 1,14,2018,7,21,Corporate,0,0,0,105.0,0,Canceled,25.0,0.0,14.5,53.7
INN08749,2,0,0,1,Not Selected,0,Room_Type 1,122,2018,10,4,Online,0,0,0,108.0,1,Canceled,20.5,0.0,9.7,38.9
INN08750,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled,16.4,3.3,18.1,41.2
INN08751,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled,21.5,0.0,16.8,43.5
INN08752,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,10,14,Offline,0,0,0,120.0,0,Not_Canceled,25.0,0.0,27.7,38.9
INN08753,2,0,2,4,Meal Plan 1,0,Room_Type 4,77,2018,3,27,Online,0,0,0,94.49,1,Not_Canceled,12.6,8.0,24.1,33.8
INN08754,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90.0,0,Canceled,24.5,0.0,11.3,38.9
INN08755,2,0,2,1,Not Selected,0,Room_Type 1,173,2018,8,13,Online,0,0,0,94.5,1,Canceled,23.2,2.3,21.6,55.2
INN08756,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,12,14,Complementary,0,0,0,0.0,0,Not_Canceled,2.2,0.0,13.4,37.2
INN08757,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,Canceled,22.0,0.7,11.8,43.5
INN08758,2,0,0,2,Meal Plan 1,0,Room_Type 1,94,2018,4,12,Online,0,0,0,96.3,1,Not_Canceled,14.4,5.4,11.5,36.4
INN08759,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled,8.6,2.9,11.2,27.3
INN08760,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled,24.0,0.5,12.9,43.5
INN08761,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled,21.6,0.0,14.8,39.9
INN08762,2,0,1,3,Meal Plan 1,0,Room_Type 1,8,2018,11,7,Online,0,0,0,120.47,1,Not_Canceled,12.6,2.7,25.9,31.4
INN08763,1,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,80.0,0,Not_Canceled,19.9,4.3,20.4,52.3
INN08764,2,0,2,2,Meal Plan 1,0,Room_Type 1,72,2018,4,23,Online,0,0,0,95.2,1,Not_Canceled,17.9,0.8,16.7,36.4
INN08765,1,0,1,3,Meal Plan 1,0,Room_Type 1,7,2018,6,27,Offline,0,0,0,68.0,0,Not_Canceled,27.3,0.0,17.1,43.5
INN08766,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled,12.6,0.0,13.5,31.4
INN08767,1,0,1,1,Not Selected,0,Room_Type 1,48,2018,4,4,Online,0,0,0,107.1,1,Canceled,13.8,5.1,27.4,36.4
INN08768,2,0,1,0,Not Selected,0,Room_Type 1,29,2018,10,16,Online,0,0,0,119.0,1,Not_Canceled,24.0,0.0,9.8,38.9
INN08769,2,0,2,2,Meal Plan 1,0,Room_Type 1,69,2018,4,2,Online,0,0,0,85.85,0,Canceled,15.4,1.5,19.6,36.4
INN08770,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,61.0,0,Canceled,14.2,2.9,18.2,39.9
INN08771,2,1,0,1,Meal Plan 1,0,Room_Type 1,45,2018,9,15,Online,0,0,0,152.1,1,Not_Canceled,21.6,0.0,10.2,42.8
INN08772,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,2,19,Corporate,0,0,0,80.0,0,Canceled,5.9,3.8,9.8,27.3
INN08773,2,1,0,3,Meal Plan 1,0,Room_Type 1,44,2018,11,29,Online,0,0,0,88.22,1,Not_Canceled,13.4,2.9,26.2,31.4
INN08774,2,0,2,0,Meal Plan 1,0,Room_Type 1,17,2018,2,7,Online,0,0,0,81.07,1,Not_Canceled,0.1,8.8,19.3,27.3
INN08775,2,0,1,3,Meal Plan 1,0,Room_Type 1,1,2018,5,26,Online,0,0,0,136.18,0,Not_Canceled,27.2,1.2,21.7,39.9
INN08776,2,0,1,2,Not Selected,0,Room_Type 1,58,2018,5,16,Online,0,0,0,89.4,2,Not_Canceled,21.1,2.3,25.2,39.9
INN08777,1,0,0,2,Not Selected,0,Room_Type 1,25,2018,2,16,Online,0,0,0,56.98,0,Canceled,8.9,0.0,11.8,27.3
INN08778,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,2017,10,9,Offline,0,0,0,72.75,0,Not_Canceled,17.6,0.0,11.9,37.6
INN08779,1,0,0,1,Meal Plan 1,1,Room_Type 1,15,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled,5.9,3.8,9.8,27.3
INN08780,2,2,2,3,Meal Plan 1,0,Room_Type 6,85,2018,3,24,Online,0,0,0,157.25,1,Canceled,12.8,1.6,16.1,33.8
INN08781,2,0,2,3,Meal Plan 1,0,Room_Type 4,74,2018,5,21,Online,0,0,0,132.6,3,Not_Canceled,21.6,0.2,11.3,39.9
INN08782,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled,25.1,0.0,15.5,55.2
INN08783,3,0,2,3,Meal Plan 1,0,Room_Type 4,47,2018,7,17,Online,0,0,0,161.1,2,Not_Canceled,25.0,0.0,13.8,53.7
INN08784,1,0,1,5,Meal Plan 1,0,Room_Type 4,48,2018,3,15,Online,0,0,0,98.18,0,Canceled,13.6,9.4,22.0,33.8
INN08785,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled,18.4,0.0,20.9,36.4
INN08786,3,0,0,1,Meal Plan 1,0,Room_Type 4,186,2018,11,3,Online,0,0,0,123.3,0,Canceled,10.4,0.0,9.7,31.4
INN08787,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2017,12,9,Offline,0,0,0,70.0,1,Not_Canceled,4.6,0.0,17.6,35.8
INN08788,1,1,2,1,Not Selected,0,Room_Type 1,6,2018,4,3,Offline,0,0,0,71.2,1,Not_Canceled,15.2,2.5,27.5,36.4
INN08789,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled,25.1,0.0,15.5,55.2
INN08790,1,0,2,3,Meal Plan 1,0,Room_Type 1,6,2018,11,6,Online,0,0,0,155.2,2,Not_Canceled,18.4,0.0,28.5,31.4
INN08791,1,0,2,0,Meal Plan 1,0,Room_Type 1,38,2018,8,21,Online,0,0,0,90.95,0,Not_Canceled,25.5,0.2,10.4,55.2
INN08792,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,9,12,Offline,0,0,0,95.0,0,Not_Canceled,27.1,0.0,17.0,42.8
INN08793,2,0,0,1,Meal Plan 1,0,Room_Type 1,289,2017,10,17,Offline,0,0,0,67.0,0,Not_Canceled,22.0,0.0,10.1,37.6
INN08794,2,1,2,2,Meal Plan 1,0,Room_Type 1,68,2018,4,23,Online,0,0,0,110.5,0,Canceled,17.9,0.8,16.7,36.4
INN08795,1,0,1,0,Not Selected,0,Room_Type 1,4,2018,5,16,Online,0,0,0,89.0,0,Not_Canceled,21.1,2.3,25.2,39.9
INN08796,2,0,0,3,Not Selected,0,Room_Type 1,308,2018,11,23,Online,0,0,0,78.3,2,Canceled,9.2,1.3,11.6,31.4
INN08797,1,0,1,0,Meal Plan 1,0,Room_Type 1,76,2018,10,10,Offline,0,0,0,120.0,0,Canceled,24.5,0.0,21.7,38.9
INN08798,2,0,1,2,Meal Plan 1,0,Room_Type 1,19,2018,12,5,Online,0,0,0,104.0,2,Not_Canceled,12.2,2.7,22.2,37.2
INN08799,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,9,Corporate,0,0,0,100.0,0,Not_Canceled,17.1,8.0,22.4,41.2
INN08800,2,0,1,2,Not Selected,0,Room_Type 1,11,2017,10,9,Online,0,0,0,139.33,1,Not_Canceled,17.6,0.0,11.9,37.6
INN08801,2,0,2,2,Meal Plan 1,0,Room_Type 1,222,2018,8,13,Online,0,0,0,90.95,1,Not_Canceled,23.2,2.3,21.6,55.2
INN08802,2,0,1,2,Not Selected,0,Room_Type 1,56,2018,5,13,Online,0,0,0,116.1,1,Not_Canceled,14.2,2.9,18.2,39.9
INN08803,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,2017,11,6,Online,0,0,0,86.47,2,Not_Canceled,10.4,0.0,14.4,30.1
INN08804,2,0,2,3,Not Selected,0,Room_Type 1,90,2018,12,24,Online,0,0,0,74.8,1,Not_Canceled,13.1,4.8,23.0,37.2
INN08805,1,1,1,1,Meal Plan 1,0,Room_Type 1,64,2018,9,5,Online,0,0,0,120.15,4,Not_Canceled,24.6,0.2,13.4,42.8
INN08806,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled,16.4,3.3,18.1,41.2
INN08807,2,0,0,4,Meal Plan 1,0,Room_Type 1,184,2018,8,9,Online,0,0,0,99.45,1,Canceled,20.2,13.7,27.5,55.2
INN08808,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,5,29,Online,0,0,0,94.35,1,Not_Canceled,21.8,1.7,11.4,39.9
INN08809,1,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,70.0,0,Not_Canceled,25.0,0.0,26.7,38.9
INN08810,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,8,20,Online,0,0,0,121.6,0,Canceled,25.2,0.2,15.0,55.2
INN08811,2,0,0,1,Meal Plan 1,0,Room_Type 4,35,2017,12,26,Online,0,0,0,97.0,1,Not_Canceled,8.1,4.6,32.8,35.8
INN08812,2,0,0,1,Not Selected,0,Room_Type 1,37,2018,9,2,Online,0,0,0,99.0,1,Canceled,23.6,0.0,13.0,42.8
INN08813,1,0,1,0,Meal Plan 1,0,Room_Type 1,12,2017,10,4,Offline,0,0,0,72.0,0,Not_Canceled,17.2,0.0,12.7,37.6
INN08814,2,1,0,3,Meal Plan 1,0,Room_Type 1,151,2018,8,10,Online,0,0,0,130.5,2,Canceled,23.1,0.0,21.1,55.2
INN08815,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled,12.6,0.0,13.5,31.4
INN08816,2,0,1,3,Meal Plan 1,0,Room_Type 4,75,2018,4,25,Online,0,0,0,103.7,1,Not_Canceled,14.9,1.8,19.9,36.4
INN08817,2,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,107.0,1,Not_Canceled,12.6,8.0,24.1,33.8
INN08818,1,0,2,1,Meal Plan 1,0,Room_Type 1,24,2018,11,27,Online,0,0,0,80.2,0,Not_Canceled,9.0,3.0,21.2,31.4
INN08819,2,0,1,2,Meal Plan 1,0,Room_Type 1,32,2017,10,12,Online,0,0,0,73.87,0,Not_Canceled,19.5,1.5,17.9,37.6
INN08820,3,0,1,1,Meal Plan 1,0,Room_Type 4,183,2018,8,8,Online,0,0,0,137.7,2,Canceled,26.2,0.2,20.5,55.2
INN08821,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,18,Online,0,0,0,124.0,2,Not_Canceled,16.4,3.3,18.1,41.2
INN08822,2,0,0,4,Meal Plan 1,0,Room_Type 4,90,2018,4,12,Online,0,0,0,99.45,0,Canceled,14.4,5.4,11.5,36.4
INN08823,1,0,1,1,Meal Plan 1,0,Room_Type 1,82,2018,5,2,Offline,0,0,0,80.0,1,Not_Canceled,15.7,0.4,24.3,39.9
INN08824,2,0,2,4,Not Selected,0,Room_Type 1,38,2018,3,4,Online,0,0,0,73.1,0,Canceled,7.7,7.4,17.7,33.8
INN08825,1,0,2,2,Meal Plan 1,0,Room_Type 1,8,2017,12,4,Corporate,0,0,0,84.0,2,Not_Canceled,8.6,0.1,13.9,35.8
INN08826,2,0,0,2,Meal Plan 1,0,Room_Type 1,263,2018,10,21,Offline,0,0,0,110.0,0,Canceled,18.0,0.0,10.6,38.9
INN08827,2,1,0,1,Meal Plan 2,1,Room_Type 1,14,2018,3,24,Online,0,0,0,215.5,2,Not_Canceled,12.8,1.6,16.1,33.8
INN08828,2,0,1,0,Meal Plan 1,0,Room_Type 4,59,2018,10,9,Online,0,0,0,151.2,0,Not_Canceled,22.2,0.0,11.9,38.9
INN08829,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,2017,10,20,Corporate,0,0,0,123.0,0,Not_Canceled,16.0,4.8,26.4,37.6
INN08830,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled,12.6,0.0,13.5,31.4
INN08831,1,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,5,5,Offline,0,0,0,112.0,0,Not_Canceled,21.7,0.0,19.2,39.9
INN08832,1,0,1,2,Meal Plan 1,0,Room_Type 1,58,2018,11,18,Online,0,0,0,86.4,3,Not_Canceled,8.4,0.0,18.7,31.4
INN08833,2,0,2,2,Meal Plan 1,0,Room_Type 1,10,2018,11,11,Online,0,0,0,86.72,1,Not_Canceled,13.2,7.3,26.7,31.4
INN08834,2,2,0,3,Meal Plan 1,0,Room_Type 6,98,2018,6,2,Online,0,0,0,198.9,0,Canceled,22.6,0.0,9.4,43.5
INN08835,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled,19.7,1.5,18.7,43.5
INN08836,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled,19.7,1.5,18.7,43.5
INN08837,1,0,0,3,Not Selected,0,Room_Type 1,25,2018,5,10,Online,0,0,0,129.0,0,Not_Canceled,16.1,0.4,20.6,39.9
INN08838,1,0,0,4,Meal Plan 1,0,Room_Type 1,237,2018,10,12,Online,0,0,0,107.53,1,Canceled,25.0,0.0,26.7,38.9
INN08839,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,8,6,Online,0,0,0,76.5,2,Not_Canceled,23.5,0.0,12.6,54.8
INN08840,2,1,2,1,Meal Plan 1,0,Room_Type 1,68,2018,11,27,Online,0,0,0,109.8,0,Canceled,9.0,3.0,21.2,31.4
INN08841,2,0,2,5,Meal Plan 1,0,Room_Type 1,57,2017,12,25,Online,0,0,0,72.47,0,Not_Canceled,8.2,0.6,22.5,35.8
INN08842,3,0,1,1,Meal Plan 2,1,Room_Type 4,100,2018,5,14,Online,0,0,0,219.6,2,Canceled,14.3,10.0,26.6,39.9
INN08843,2,0,2,5,Not Selected,0,Room_Type 1,136,2018,6,28,Online,0,0,0,80.75,0,Not_Canceled,26.8,0.0,23.2,43.5
INN08844,2,0,0,4,Meal Plan 1,0,Room_Type 1,253,2018,5,4,Offline,0,0,0,90.0,0,Canceled,17.6,0.0,19.9,39.9
INN08845,2,2,2,4,Meal Plan 2,0,Room_Type 6,47,2017,10,25,Offline,0,0,0,198.68,1,Not_Canceled,18.5,0.0,12.1,37.6
INN08846,2,0,1,2,Meal Plan 1,0,Room_Type 4,51,2018,9,2,Online,0,0,0,123.3,0,Canceled,23.6,0.0,13.0,42.8
INN08847,1,0,0,1,Meal Plan 2,0,Room_Type 1,1,2018,6,17,Offline,0,0,0,89.25,0,Not_Canceled,19.5,0.0,16.3,43.5
INN08848,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,11,10,Complementary,0,0,0,0.0,0,Not_Canceled,12.3,4.4,29.7,31.4
INN08849,2,0,0,3,Meal Plan 1,0,Room_Type 1,53,2018,4,28,Online,0,0,0,120.0,1,Not_Canceled,14.2,0.2,26.0,36.4
INN08850,2,0,0,2,Not Selected,0,Room_Type 1,15,2018,2,12,Online,0,0,0,79.0,0,Canceled,6.0,0.0,20.3,27.3
INN08851,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75.0,0,Canceled,20.0,0.0,10.2,42.8
INN08852,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Offline,0,0,0,100.0,0,Canceled,24.5,0.1,14.3,43.5
INN08853,3,0,1,2,Meal Plan 1,0,Room_Type 4,201,2018,10,3,Online,0,0,0,142.56,2,Canceled,18.8,0.5,15.3,38.9
INN08854,2,0,0,3,Meal Plan 1,0,Room_Type 1,36,2018,11,1,Offline,0,0,0,75.0,0,Not_Canceled,13.4,3.0,24.4,31.4
INN08855,2,1,1,3,Meal Plan 1,0,Room_Type 1,71,2018,11,28,Online,0,0,0,68.07,2,Not_Canceled,11.7,17.5,24.1,31.4
INN08856,2,0,2,2,Meal Plan 1,0,Room_Type 1,7,2018,12,2,Online,0,0,0,89.89,0,Not_Canceled,15.4,10.4,26.8,37.2
INN08857,1,0,0,3,Meal Plan 2,0,Room_Type 1,85,2017,9,30,Offline,0,0,0,100.0,0,Not_Canceled,17.8,2.6,14.3,41.2
INN08858,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,2018,12,9,Offline,0,0,0,52.0,0,Not_Canceled,11.0,4.6,36.9,37.2
INN08859,1,0,2,0,Meal Plan 1,0,Room_Type 1,32,2018,12,4,Online,0,0,0,96.0,0,Not_Canceled,11.1,0.9,22.0,37.2
INN08860,2,0,1,3,Meal Plan 1,0,Room_Type 1,282,2018,12,29,Online,0,0,0,83.3,2,Canceled,7.3,0.0,14.4,37.2
INN08861,2,0,1,3,Meal Plan 1,0,Room_Type 1,5,2017,8,31,Online,0,0,0,105.25,2,Not_Canceled,19.9,1.6,19.5,54.8
INN08862,2,0,1,3,Meal Plan 1,0,Room_Type 4,140,2018,7,18,Online,0,0,0,114.33,1,Not_Canceled,27.1,0.0,13.8,53.7
INN08863,2,0,1,0,Not Selected,0,Room_Type 1,22,2018,5,29,Online,0,0,0,109.0,2,Not_Canceled,21.8,1.7,11.4,39.9
INN08864,2,0,2,5,Meal Plan 1,0,Room_Type 1,137,2018,8,20,Online,0,0,0,102.73,1,Not_Canceled,25.2,0.2,15.0,55.2
INN08865,2,0,2,2,Meal Plan 1,0,Room_Type 1,96,2018,4,17,Online,0,0,0,84.58,1,Not_Canceled,19.6,0.0,14.8,36.4
INN08866,2,0,1,2,Meal Plan 1,0,Room_Type 1,141,2018,6,3,Offline,0,0,0,132.0,0,Not_Canceled,24.5,0.1,14.3,43.5
INN08867,2,1,2,2,Meal Plan 1,0,Room_Type 1,123,2018,5,22,Online,0,0,0,116.95,2,Not_Canceled,23.0,1.7,13.6,39.9
INN08868,2,0,2,2,Meal Plan 1,0,Room_Type 1,79,2018,1,10,Offline,0,0,0,70.0,0,Not_Canceled,9.2,3.7,20.5,29.1
INN08869,2,0,0,4,Not Selected,0,Room_Type 1,58,2018,4,27,Online,0,0,0,99.88,1,Not_Canceled,18.1,0.2,27.3,36.4
INN08870,2,0,1,4,Not Selected,0,Room_Type 1,191,2018,10,5,Online,0,0,0,98.1,0,Canceled,24.5,0.0,11.3,38.9
INN08871,2,0,2,1,Not Selected,0,Room_Type 1,49,2018,3,5,Online,0,0,0,69.5,0,Not_Canceled,12.1,0.0,16.2,33.8
INN08872,2,0,2,5,Meal Plan 1,0,Room_Type 1,104,2018,9,5,Online,0,0,0,98.64,1,Not_Canceled,24.6,0.2,13.4,42.8
INN08873,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,2017,10,1,Online,0,0,0,138.67,0,Not_Canceled,15.2,5.6,21.4,37.6
INN08874,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120.0,0,Not_Canceled,24.8,3.3,14.3,43.5
INN08875,2,0,1,3,Meal Plan 1,0,Room_Type 4,32,2018,6,27,Online,0,0,0,129.15,0,Not_Canceled,27.3,0.0,17.1,43.5
INN08876,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65.0,0,Canceled,14.2,0.0,12.5,33.8
INN08877,2,0,1,1,Meal Plan 2,0,Room_Type 4,71,2018,10,22,Offline,0,0,0,142.5,0,Not_Canceled,14.9,0.0,23.3,38.9
INN08878,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85.0,1,Not_Canceled,22.8,0.4,16.9,38.9
INN08879,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,2017,10,2,Offline,0,0,0,65.0,0,Not_Canceled,19.6,1.9,24.9,37.6
INN08880,2,0,2,1,Meal Plan 2,0,Room_Type 1,87,2018,10,23,Offline,0,0,0,106.25,1,Not_Canceled,17.0,0.0,17.0,38.9
INN08881,2,0,1,5,Meal Plan 1,0,Room_Type 1,56,2018,11,14,Online,0,0,0,88.4,0,Canceled,13.4,0.0,10.6,31.4
INN08882,2,0,0,2,Meal Plan 1,0,Room_Type 4,203,2018,8,17,Online,0,0,0,114.3,2,Canceled,23.7,1.3,17.5,55.2
INN08883,2,0,2,2,Meal Plan 1,0,Room_Type 1,47,2018,1,30,Online,0,0,0,55.24,0,Not_Canceled,10.8,0.6,18.1,29.1
INN08884,2,0,1,1,Not Selected,0,Room_Type 1,62,2018,2,15,Online,0,0,0,48.6,0,Not_Canceled,10.6,6.3,24.6,27.3
INN08885,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,7,30,Corporate,0,0,0,65.0,1,Not_Canceled,26.3,0.1,19.7,53.7
INN08886,2,0,1,1,Meal Plan 1,0,Room_Type 1,31,2018,4,9,Online,0,0,0,0.0,1,Not_Canceled,14.8,11.6,12.6,36.4
INN08887,2,0,2,1,Meal Plan 1,0,Room_Type 1,23,2018,10,29,Online,0,0,0,140.0,0,Canceled,7.2,0.7,24.3,38.9
INN08888,2,0,0,3,Meal Plan 1,0,Room_Type 1,271,2018,9,21,Offline,0,0,0,101.33,1,Canceled,21.0,7.8,28.3,42.8
INN08889,1,0,0,2,Meal Plan 1,0,Room_Type 1,228,2018,8,10,Online,0,0,0,90.9,1,Canceled,23.1,0.0,21.1,55.2
INN08890,2,0,0,4,Meal Plan 1,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,70.0,0,Canceled,17.5,0.0,19.9,39.9
INN08891,2,2,2,5,Meal Plan 1,0,Room_Type 6,19,2018,9,18,Online,0,0,0,234.71,2,Canceled,25.7,0.3,18.9,42.8
INN08892,2,0,1,3,Meal Plan 1,0,Room_Type 1,42,2018,4,21,Online,0,0,0,103.84,1,Not_Canceled,25.8,0.0,11.3,36.4
INN08893,3,0,2,7,Meal Plan 1,0,Room_Type 4,34,2018,8,16,Online,0,0,0,168.3,1,Not_Canceled,29.2,0.0,20.1,55.2
INN08894,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,100.0,0,Not_Canceled,22.6,0.0,9.4,43.5
INN08895,1,0,0,3,Meal Plan 1,0,Room_Type 1,89,2017,11,17,Online,0,0,0,63.75,1,Not_Canceled,10.6,0.0,9.0,30.1
INN08896,2,0,0,3,Meal Plan 1,0,Room_Type 1,61,2018,12,8,Online,0,0,0,93.6,1,Not_Canceled,12.1,0.6,39.1,37.2
INN08897,2,2,1,1,Meal Plan 1,0,Room_Type 6,39,2018,4,11,Online,0,0,0,177.3,2,Not_Canceled,17.6,0.0,11.8,36.4
INN08898,3,0,0,4,Meal Plan 1,0,Room_Type 4,31,2018,3,2,Online,0,0,0,117.3,1,Not_Canceled,8.6,2.8,19.6,33.8
INN08899,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,2018,4,1,Corporate,1,1,0,67.0,0,Not_Canceled,10.9,0.6,20.9,36.4
INN08900,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,61.0,0,Canceled,14.2,2.9,18.2,39.9
INN08901,2,0,0,2,Not Selected,0,Room_Type 1,11,2018,3,10,Online,0,0,0,95.0,0,Not_Canceled,17.2,5.3,21.8,33.8
INN08902,2,0,0,3,Not Selected,0,Room_Type 1,122,2018,5,17,Online,0,0,0,103.5,1,Not_Canceled,17.5,0.0,19.9,39.9
INN08903,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled,18.4,0.0,20.9,36.4
INN08904,2,0,2,2,Meal Plan 1,0,Room_Type 4,132,2018,5,13,Online,0,0,0,113.05,1,Not_Canceled,14.2,2.9,18.2,39.9
INN08905,2,1,2,4,Meal Plan 1,0,Room_Type 1,38,2017,10,31,Offline,0,0,0,64.72,1,Not_Canceled,11.9,0.0,8.0,37.6
INN08906,2,0,4,11,Meal Plan 1,0,Room_Type 4,4,2018,2,25,Online,0,0,0,110.53,1,Canceled,2.7,0.0,23.3,27.3
INN08907,1,1,2,1,Meal Plan 1,0,Room_Type 1,72,2018,4,24,Online,0,0,0,115.5,0,Canceled,19.5,0.0,18.3,36.4
INN08908,1,0,1,4,Meal Plan 1,0,Room_Type 1,190,2018,6,22,Offline,0,0,0,95.0,0,Not_Canceled,19.7,0.0,18.4,43.5
