Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,temperature_max,precipitation,windspeed_max,nuitees_hotels_france
INN33484,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2017,9,15,Online,0,0,0,105.0,0,Not_Canceled,15.9,6.6,17.0,41.2
INN17747,2,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,5,2,Offline,0,0,0,95.0,0,Not_Canceled,15.7,0.4,24.3,39.9
INN07950,2,0,0,3,Not Selected,0,Room_Type 1,134,2018,8,11,Online,0,0,0,103.5,2,Not_Canceled,23.8,0.3,12.8,55.2
INN14947,2,0,1,3,Meal Plan 1,0,Room_Type 4,45,2018,3,28,Online,0,0,0,143.65,0,Canceled,12.9,5.4,31.3,33.8
INN28395,2,0,0,4,Meal Plan 1,0,Room_Type 1,87,2018,8,31,Online,0,0,0,131.4,2,Not_Canceled,21.0,0.1,11.1,55.2
INN32828,2,0,0,2,Meal Plan 1,0,Room_Type 1,101,2018,11,18,Online,0,0,0,90.0,2,Canceled,8.4,0.0,18.7,31.4
INN33216,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,2018,11,11,Offline,0,0,0,90.0,0,Not_Canceled,13.2,7.3,26.7,31.4
INN15243,2,2,0,2,Meal Plan 1,0,Room_Type 7,86,2018,7,15,Online,0,0,0,205.06,2,Not_Canceled,29.1,1.7,13.3,53.7
INN29861,1,0,2,2,Meal Plan 1,0,Room_Type 1,28,2017,9,4,Online,0,0,0,90.25,1,Not_Canceled,23.2,0.0,12.3,41.2
INN11439,1,0,0,3,Meal Plan 1,0,Room_Type 1,8,2018,3,1,Offline,0,0,0,56.0,0,Not_Canceled,4.6,1.3,23.3,33.8
INN02539,1,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,80.0,0,Not_Canceled,19.9,4.3,20.4,52.3
INN13442,2,0,1,2,Meal Plan 1,0,Room_Type 1,99,2018,9,5,Online,0,0,0,137.1,1,Not_Canceled,24.6,0.2,13.4,42.8
INN30595,2,0,2,5,Meal Plan 2,0,Room_Type 1,90,2018,4,23,Online,0,0,0,99.45,1,Canceled,17.9,0.8,16.7,36.4
INN23700,2,0,2,2,Meal Plan 1,0,Room_Type 1,44,2018,9,18,Offline,0,0,0,85.5,0,Not_Canceled,25.7,0.3,18.9,42.8
INN22965,1,0,0,1,Meal Plan 1,0,Room_Type 1,21,2018,3,4,Online,0,0,0,85.0,0,Canceled,7.7,7.4,17.7,33.8
INN17122,2,0,2,1,Meal Plan 1,0,Room_Type 1,26,2018,9,25,Online,0,0,0,139.0,1,Not_Canceled,16.6,0.0,17.6,42.8
INN19722,1,2,4,9,Meal Plan 1,0,Room_Type 6,30,2018,11,2,Online,0,0,0,186.22,1,Canceled,11.4,0.0,11.9,31.4
INN25421,2,0,2,0,Meal Plan 1,0,Room_Type 4,3,2017,12,6,Offline,0,0,0,78.2,0,Not_Canceled,7.2,0.0,13.6,35.8
INN06224,2,1,0,3,Meal Plan 1,0,Room_Type 1,120,2018,7,13,Online,0,0,0,121.5,1,Not_Canceled,25.8,0.0,13.4,53.7
INN22257,1,0,1,0,Meal Plan 1,0,Room_Type 1,27,2018,4,25,Online,0,0,0,111.0,1,Not_Canceled,14.9,1.8,19.9,36.4
INN08519,2,0,2,5,Meal Plan 1,0,Room_Type 4,138,2018,5,21,Online,0,0,0,117.91,1,Canceled,21.6,0.2,11.3,39.9
INN02620,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,2018,7,23,Online,0,0,0,99.9,0,Canceled,29.1,0.0,11.8,53.7
INN33973,2,0,2,1,Meal Plan 1,0,Room_Type 1,80,2018,6,4,Offline,0,0,0,80.75,0,Not_Canceled,24.7,8.8,14.5,43.5
INN18763,2,0,0,2,Meal Plan 1,0,Room_Type 1,110,2018,4,20,Online,0,0,0,72.8,0,Not_Canceled,26.5,0.0,9.5,36.4
INN03388,3,0,1,0,Meal Plan 1,1,Room_Type 4,71,2018,7,24,Online,0,0,0,146.7,2,Not_Canceled,29.8,0.0,10.6,53.7
INN16638,1,0,0,2,Meal Plan 1,0,Room_Type 4,86,2018,10,26,Online,0,0,0,104.4,2,Not_Canceled,14.1,0.1,20.6,38.9
INN21079,1,0,2,0,Meal Plan 1,0,Room_Type 1,3,2017,9,27,Corporate,1,0,1,65.0,0,Not_Canceled,19.4,0.1,14.0,41.2
INN35813,2,0,0,4,Meal Plan 1,0,Room_Type 4,94,2018,8,24,Online,0,0,0,131.4,0,Canceled,19.9,1.8,18.8,55.2
INN22724,2,0,2,2,Meal Plan 1,0,Room_Type 4,41,2017,11,8,Offline,0,0,0,60.0,0,Not_Canceled,7.7,0.6,8.6,30.1
INN05942,2,0,2,3,Meal Plan 1,0,Room_Type 1,22,2018,3,6,Online,0,0,0,67.52,0,Not_Canceled,10.5,1.1,17.4,33.8
INN16273,3,0,1,3,Meal Plan 1,0,Room_Type 4,39,2018,4,21,Online,0,0,0,137.7,0,Not_Canceled,25.8,0.0,11.3,36.4
INN24146,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,80.0,0,Not_Canceled,16.4,3.3,18.1,41.2
INN17976,1,0,1,0,Not Selected,0,Room_Type 1,4,2018,11,13,Online,0,0,0,65.46,1,Not_Canceled,14.1,0.0,19.7,31.4
INN00879,2,0,0,1,Not Selected,0,Room_Type 1,30,2018,9,15,Online,0,0,0,125.1,2,Not_Canceled,21.6,0.0,10.2,42.8
INN33660,2,0,1,0,Meal Plan 1,0,Room_Type 1,78,2018,8,7,Online,0,0,0,117.9,0,Canceled,35.8,8.0,24.9,55.2
INN24948,2,0,2,3,Meal Plan 1,0,Room_Type 1,290,2018,10,20,Online,0,0,0,90.95,0,Canceled,16.5,0.0,14.5,38.9
INN32239,1,0,2,0,Meal Plan 1,0,Room_Type 1,0,2017,9,20,Corporate,0,0,0,65.0,0,Not_Canceled,17.2,0.0,9.7,41.2
INN00151,2,0,1,1,Meal Plan 1,0,Room_Type 1,80,2018,5,2,Online,0,0,0,126.9,1,Not_Canceled,15.7,0.4,24.3,39.9
INN02373,2,1,0,3,Meal Plan 1,0,Room_Type 1,70,2018,12,8,Online,0,0,0,113.87,2,Not_Canceled,12.1,0.6,39.1,37.2
INN20884,2,1,0,3,Not Selected,0,Room_Type 1,170,2018,7,28,Online,0,0,0,86.24,2,Not_Canceled,24.5,2.2,22.7,53.7
INN26340,2,0,0,3,Meal Plan 1,0,Room_Type 1,147,2017,8,11,Online,0,0,0,76.5,0,Canceled,21.1,1.4,19.3,54.8
INN27155,3,0,0,2,Meal Plan 1,0,Room_Type 4,161,2018,8,16,Online,0,0,0,82.35,2,Not_Canceled,29.2,0.0,20.1,55.2
INN17926,2,0,0,4,Meal Plan 1,0,Room_Type 1,279,2018,12,21,Online,0,0,0,73.95,0,Canceled,14.4,6.9,39.5,37.2
INN22028,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75.0,0,Canceled,25.0,0.0,26.7,38.9
INN15395,1,0,2,7,Meal Plan 1,0,Room_Type 1,28,2018,2,3,Online,0,0,0,74.7,0,Canceled,5.5,1.6,15.7,27.3
INN16404,2,0,0,3,Meal Plan 1,0,Room_Type 1,108,2018,3,30,Online,0,0,0,87.3,2,Canceled,10.2,2.3,30.2,33.8
INN14147,1,0,1,0,Meal Plan 1,0,Room_Type 1,25,2018,9,12,Online,0,0,0,108.0,0,Canceled,27.1,0.0,17.0,42.8
INN35206,2,0,2,0,Meal Plan 1,0,Room_Type 5,36,2018,5,22,Offline,0,0,0,130.32,0,Not_Canceled,23.0,1.7,13.6,39.9
INN35545,2,0,1,2,Meal Plan 1,0,Room_Type 4,185,2018,12,16,Online,0,0,0,103.5,0,Not_Canceled,7.2,1.7,18.0,37.2
INN18501,2,0,0,3,Not Selected,0,Room_Type 1,157,2018,6,30,Online,0,0,0,85.5,0,Canceled,30.9,0.1,16.2,43.5
INN33521,1,0,0,2,Not Selected,0,Room_Type 1,19,2018,9,6,Online,0,0,0,118.0,1,Not_Canceled,21.7,0.5,19.0,42.8
INN05380,2,0,2,1,Meal Plan 1,0,Room_Type 1,130,2017,8,1,Online,0,0,0,85.5,1,Canceled,26.4,1.3,14.9,54.8
INN05118,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,9,Corporate,0,0,0,100.0,0,Not_Canceled,17.1,8.0,22.4,41.2
INN13015,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,6,8,Online,0,0,0,121.0,1,Not_Canceled,24.0,0.5,12.9,43.5
INN06940,1,0,2,0,Meal Plan 1,0,Room_Type 1,4,2018,1,10,Online,0,0,0,82.9,1,Not_Canceled,9.2,3.7,20.5,29.1
INN24434,2,0,0,2,Meal Plan 2,0,Room_Type 1,239,2018,6,15,Offline,0,0,0,112.2,0,Canceled,22.0,0.7,11.8,43.5
INN30243,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,6,7,Online,0,0,0,124.0,0,Not_Canceled,23.6,1.8,13.8,43.5
INN29072,2,0,0,3,Meal Plan 1,1,Room_Type 1,46,2018,12,7,Online,0,0,0,102.6,2,Not_Canceled,12.4,6.4,33.8,37.2
INN31010,2,0,0,4,Meal Plan 1,0,Room_Type 1,49,2017,12,30,Offline,0,0,0,71.0,0,Not_Canceled,14.4,6.4,32.9,35.8
INN28645,2,0,0,2,Meal Plan 1,0,Room_Type 3,114,2018,10,13,Offline,0,0,0,130.0,0,Not_Canceled,26.0,0.0,16.7,38.9
INN27954,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,2,26,Online,0,0,0,81.0,0,Not_Canceled,-0.4,0.0,29.1,27.3
INN21110,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140.0,0,Not_Canceled,22.6,0.0,9.4,43.5
INN32018,3,0,1,3,Meal Plan 1,0,Room_Type 1,64,2018,5,9,Online,0,0,0,150.45,2,Not_Canceled,21.0,0.0,16.8,39.9
INN06490,2,0,1,0,Meal Plan 1,0,Room_Type 1,263,2017,9,21,Offline,0,0,0,67.0,0,Not_Canceled,20.0,0.0,13.4,41.2
INN33426,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled,18.4,0.0,20.9,36.4
INN03121,2,1,2,1,Meal Plan 1,0,Room_Type 1,23,2018,6,18,Online,0,0,0,149.0,0,Canceled,21.6,0.8,15.6,43.5
INN27107,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,7,8,Online,0,0,0,139.0,0,Canceled,28.8,0.0,16.1,53.7
INN21533,1,0,3,10,Meal Plan 1,0,Room_Type 1,5,2017,8,17,Online,0,0,0,92.31,2,Canceled,23.4,4.9,25.5,54.8
INN34111,2,0,1,3,Not Selected,0,Room_Type 1,104,2018,4,18,Online,0,0,0,72.25,1,Canceled,24.4,0.0,16.8,36.4
INN09877,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,7,5,Offline,0,0,0,114.4,0,Not_Canceled,25.8,2.7,14.0,53.7
INN24225,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,5,24,Corporate,0,0,0,110.0,1,Not_Canceled,23.0,1.2,7.6,39.9
INN12478,3,0,2,3,Meal Plan 1,0,Room_Type 1,162,2018,8,11,Offline,0,0,0,96.9,0,Not_Canceled,23.8,0.3,12.8,55.2
INN20694,2,0,0,2,Meal Plan 1,0,Room_Type 2,71,2018,3,17,Online,0,0,0,69.05,0,Not_Canceled,9.1,2.7,19.8,33.8
INN36274,2,0,0,3,Not Selected,0,Room_Type 1,63,2018,4,21,Online,0,0,0,94.5,0,Canceled,25.8,0.0,11.3,36.4
INN21770,2,0,1,0,Not Selected,0,Room_Type 1,165,2018,7,10,Online,0,0,0,103.5,1,Canceled,21.8,0.2,18.8,53.7
INN04674,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,5,5,Online,0,0,0,100.0,0,Canceled,21.7,0.0,19.2,39.9
INN06120,2,0,0,3,Meal Plan 1,0,Room_Type 1,274,2018,8,9,Online,0,0,0,107.0,2,Canceled,20.2,13.7,27.5,55.2
INN33905,2,0,1,4,Meal Plan 1,0,Room_Type 1,160,2018,5,23,Online,0,0,0,107.61,1,Canceled,21.1,1.5,16.3,39.9
INN00486,2,0,1,0,Not Selected,0,Room_Type 1,4,2018,9,19,Offline,0,0,0,85.0,0,Not_Canceled,26.1,0.0,19.8,42.8
INN07792,3,0,0,2,Meal Plan 1,0,Room_Type 4,129,2018,8,25,Online,0,0,0,128.7,0,Not_Canceled,19.1,0.6,19.8,55.2
INN25912,2,0,2,1,Meal Plan 1,0,Room_Type 1,258,2018,10,29,Online,0,0,0,96.3,0,Canceled,7.2,0.7,24.3,38.9
INN31794,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,29,Corporate,0,0,0,85.0,0,Not_Canceled,24.3,3.1,15.8,41.2
INN04549,2,0,2,2,Meal Plan 1,0,Room_Type 1,226,2018,10,29,Offline,0,0,0,70.0,1,Not_Canceled,7.2,0.7,24.3,38.9
INN13600,2,0,0,2,Meal Plan 1,0,Room_Type 4,70,2018,9,15,Online,0,0,0,149.4,0,Canceled,21.6,0.0,10.2,42.8
INN09133,2,1,2,2,Meal Plan 2,0,Room_Type 1,17,2018,5,7,Online,0,0,0,148.38,2,Not_Canceled,24.5,0.0,13.8,39.9
INN09627,2,0,0,2,Meal Plan 1,0,Room_Type 1,238,2018,9,21,Online,0,0,0,126.9,1,Canceled,21.0,7.8,28.3,42.8
INN06069,2,0,1,1,Not Selected,0,Room_Type 1,24,2018,9,26,Online,0,0,0,107.1,0,Canceled,20.0,0.0,10.2,42.8
INN19816,2,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,2,13,Online,0,0,0,102.0,1,Not_Canceled,4.8,1.4,25.7,27.3
INN04297,2,0,2,1,Meal Plan 1,0,Room_Type 1,4,2018,2,13,Online,0,0,0,91.0,0,Not_Canceled,4.8,1.4,25.7,27.3
INN34527,2,0,0,2,Meal Plan 2,0,Room_Type 1,291,2018,8,19,Offline,0,0,0,115.0,0,Canceled,27.4,0.0,16.5,55.2
INN09255,3,0,1,3,Meal Plan 1,0,Room_Type 4,156,2018,10,31,Online,0,0,0,122.63,2,Canceled,13.3,5.6,24.5,38.9
INN17162,2,0,0,1,Meal Plan 2,0,Room_Type 1,126,2018,8,3,Online,0,0,0,139.5,0,Canceled,33.7,0.0,17.7,55.2
INN30492,1,0,2,5,Meal Plan 1,0,Room_Type 1,216,2018,11,6,Online,0,0,0,172.23,0,Canceled,18.4,0.0,28.5,31.4
INN21131,1,0,0,2,Meal Plan 1,0,Room_Type 5,1,2018,10,6,Online,0,0,0,164.0,0,Not_Canceled,22.8,0.4,16.9,38.9
INN29778,1,0,0,1,Meal Plan 1,0,Room_Type 1,34,2018,4,12,Offline,0,0,0,99.9,0,Not_Canceled,14.4,5.4,11.5,36.4
INN09876,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled,22.0,0.7,11.8,43.5
INN14650,1,0,2,1,Meal Plan 1,0,Room_Type 1,17,2017,9,20,Corporate,0,0,0,65.0,0,Not_Canceled,17.2,0.0,9.7,41.2
INN20352,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,Not_Canceled,23.6,2.5,11.3,43.5
INN10478,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,8,19,Complementary,0,0,0,0.0,0,Not_Canceled,19.8,0.1,21.6,54.8
INN07440,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled,26.0,0.0,10.2,36.4
INN24111,2,0,2,1,Meal Plan 1,0,Room_Type 1,160,2018,7,17,Online,0,0,0,102.3,0,Canceled,25.0,0.0,13.8,53.7
INN27964,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2017,10,30,Offline,0,0,0,65.0,0,Canceled,11.7,0.0,16.3,37.6
INN02468,2,0,1,1,Meal Plan 1,1,Room_Type 6,2,2017,10,10,Online,0,0,0,205.0,0,Canceled,17.1,1.8,16.9,37.6
INN03950,2,1,1,2,Meal Plan 1,0,Room_Type 1,51,2018,8,22,Online,0,0,0,152.1,1,Not_Canceled,29.3,0.0,15.8,55.2
INN27733,2,0,2,2,Meal Plan 1,0,Room_Type 1,18,2018,2,21,Offline,0,0,0,87.0,0,Not_Canceled,5.2,0.0,20.1,27.3
INN15687,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,11,5,Offline,0,0,0,130.0,0,Not_Canceled,18.9,0.0,14.0,31.4
INN24120,2,0,0,3,Meal Plan 1,1,Room_Type 2,104,2017,8,11,Online,0,0,0,67.9,2,Not_Canceled,21.1,1.4,19.3,54.8
INN28803,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled,22.0,0.7,11.8,43.5
INN25220,0,2,0,2,Meal Plan 1,0,Room_Type 2,12,2017,12,24,Online,0,0,0,77.25,1,Not_Canceled,9.4,0.8,15.9,35.8
INN08590,2,0,1,3,Meal Plan 1,0,Room_Type 4,166,2018,10,3,Online,0,0,0,122.4,1,Canceled,18.8,0.5,15.3,38.9
INN31122,1,0,1,0,Meal Plan 1,0,Room_Type 1,37,2018,5,8,Corporate,1,1,4,65.0,0,Not_Canceled,25.3,0.0,25.3,39.9
INN26181,2,2,0,1,Meal Plan 1,0,Room_Type 6,40,2018,4,6,Online,0,0,0,189.9,0,Canceled,18.4,0.0,20.9,36.4
INN22854,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled,16.4,3.3,18.1,41.2
INN31534,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,20,Online,0,0,0,114.0,1,Not_Canceled,21.0,0.0,10.1,54.8
INN13932,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,5,Online,0,0,0,130.0,1,Canceled,18.9,0.0,14.0,31.4
INN13942,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled,26.4,0.0,13.8,54.8
INN26652,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,2018,10,7,Offline,0,0,0,90.67,1,Not_Canceled,15.2,10.8,19.3,38.9
INN02797,2,0,0,4,Meal Plan 1,0,Room_Type 4,101,2018,5,25,Online,0,0,0,132.6,0,Not_Canceled,25.2,1.5,16.9,39.9
INN24591,2,0,2,0,Meal Plan 1,0,Room_Type 1,3,2018,10,16,Online,0,0,0,120.0,0,Not_Canceled,24.0,0.0,9.8,38.9
INN05668,2,1,0,1,Meal Plan 1,0,Room_Type 1,135,2018,8,13,Online,0,0,0,130.5,1,Not_Canceled,23.2,2.3,21.6,55.2
INN24986,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled,19.5,0.0,16.3,43.5
INN17981,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,24,Online,0,0,0,135.0,0,Canceled,23.0,1.2,7.6,39.9
INN26714,1,0,0,0,Meal Plan 1,0,Room_Type 1,176,2018,9,8,Online,0,0,0,0.0,0,Not_Canceled,22.5,0.0,8.1,42.8
INN35739,2,0,1,1,Meal Plan 1,0,Room_Type 1,26,2017,9,12,Online,0,0,0,133.5,2,Not_Canceled,17.8,0.3,22.8,41.2
INN21653,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled,23.0,14.5,14.8,43.5
INN14641,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,9,15,Online,0,0,0,159.0,0,Not_Canceled,21.6,0.0,10.2,42.8
INN21331,2,2,0,1,Meal Plan 2,1,Room_Type 6,28,2018,7,20,Online,0,0,0,277.0,2,Not_Canceled,23.3,10.5,13.3,53.7
INN22856,1,0,2,1,Meal Plan 1,0,Room_Type 1,38,2018,6,19,Offline,0,0,0,81.0,0,Not_Canceled,23.8,0.0,11.1,43.5
INN33677,2,0,2,4,Meal Plan 1,0,Room_Type 4,25,2018,6,26,Online,0,0,0,113.31,1,Not_Canceled,25.5,0.0,16.4,43.5
INN04345,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled,21.5,0.0,16.8,43.5
INN35166,2,0,1,4,Meal Plan 1,0,Room_Type 4,6,2017,11,4,Offline,0,0,0,78.2,0,Not_Canceled,14.8,0.7,25.8,30.1
INN12033,2,1,0,2,Meal Plan 1,0,Room_Type 4,119,2018,8,16,Online,0,0,0,127.8,0,Canceled,29.2,0.0,20.1,55.2
INN15200,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,10,4,Online,0,0,0,118.8,0,Canceled,20.5,0.0,9.7,38.9
INN27295,2,1,0,2,Meal Plan 1,0,Room_Type 4,50,2018,4,21,Online,0,0,0,146.7,1,Not_Canceled,25.8,0.0,11.3,36.4
INN01805,2,0,0,3,Meal Plan 1,0,Room_Type 1,253,2018,12,8,Online,0,0,0,78.3,2,Not_Canceled,12.1,0.6,39.1,37.2
INN01845,2,0,1,2,Meal Plan 1,0,Room_Type 4,128,2018,7,11,Online,0,0,0,97.42,1,Not_Canceled,23.0,0.9,17.9,53.7
INN12510,2,0,1,2,Not Selected,0,Room_Type 1,95,2018,8,1,Online,0,0,0,107.1,0,Canceled,28.5,0.0,11.8,55.2
INN23529,2,0,1,2,Meal Plan 1,0,Room_Type 1,50,2018,11,18,Online,0,0,0,93.6,2,Not_Canceled,8.4,0.0,18.7,31.4
INN33286,2,0,1,3,Meal Plan 1,0,Room_Type 1,17,2018,2,15,Online,0,0,0,91.0,1,Not_Canceled,10.6,6.3,24.6,27.3
INN32216,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled,25.0,0.0,26.7,38.9
INN14209,2,1,1,3,Meal Plan 1,0,Room_Type 1,59,2018,4,11,Offline,0,0,0,93.08,1,Not_Canceled,17.6,0.0,11.8,36.4
INN30884,2,1,1,2,Meal Plan 1,0,Room_Type 6,1,2017,10,2,Online,0,0,0,226.17,1,Not_Canceled,19.6,1.9,24.9,37.6
INN06893,2,0,1,2,Meal Plan 1,0,Room_Type 4,324,2018,11,21,Online,0,0,0,87.3,0,Canceled,5.4,0.0,10.1,31.4
INN04129,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130.0,0,Canceled,22.0,0.7,11.8,43.5
INN11807,2,0,0,4,Meal Plan 1,0,Room_Type 1,5,2017,10,28,Offline,0,0,0,70.0,0,Not_Canceled,13.9,0.0,19.3,37.6
INN12082,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,2018,1,25,Online,0,0,0,100.0,1,Not_Canceled,11.6,9.6,30.6,29.1
INN34260,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,6,9,Online,0,0,0,121.0,0,Canceled,24.8,3.3,14.3,43.5
INN31080,2,0,1,3,Not Selected,0,Room_Type 1,72,2018,3,14,Online,0,0,0,68.4,1,Canceled,14.1,0.0,27.3,33.8
INN26024,2,0,1,0,Not Selected,0,Room_Type 1,1,2018,5,8,Online,0,0,0,56.47,0,Not_Canceled,25.3,0.0,25.3,39.9
INN13009,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80.0,0,Not_Canceled,26.0,0.0,16.7,38.9
INN14369,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,5,27,Offline,0,0,0,73.0,0,Not_Canceled,26.8,2.3,17.7,39.9
INN27988,2,0,0,1,Not Selected,0,Room_Type 1,40,2018,10,13,Online,0,0,0,83.16,1,Not_Canceled,26.0,0.0,16.7,38.9
INN06333,2,0,0,4,Meal Plan 1,0,Room_Type 4,119,2018,7,19,Online,0,0,0,116.45,1,Not_Canceled,29.2,0.0,13.8,53.7
INN35173,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled,21.5,0.0,16.8,43.5
INN12294,1,0,2,3,Meal Plan 1,0,Room_Type 1,212,2018,5,20,Offline,0,0,0,70.0,0,Not_Canceled,21.6,0.0,14.8,39.9
INN00398,1,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,110.0,0,Not_Canceled,20.0,0.0,25.1,42.8
INN27948,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,2017,10,12,Offline,0,0,0,110.0,0,Canceled,19.5,1.5,17.9,37.6
INN12472,2,0,0,2,Not Selected,0,Room_Type 1,18,2017,9,4,Online,0,0,0,96.0,1,Not_Canceled,23.2,0.0,12.3,41.2
INN24760,2,0,2,2,Meal Plan 1,0,Room_Type 1,111,2018,3,27,Offline,0,0,0,58.0,0,Not_Canceled,12.6,8.0,24.1,33.8
INN32944,2,0,3,9,Meal Plan 1,0,Room_Type 1,227,2017,8,17,Online,0,0,0,76.5,3,Not_Canceled,23.4,4.9,25.5,54.8
INN26459,2,0,1,2,Not Selected,1,Room_Type 1,12,2018,8,1,Online,0,0,0,128.0,2,Not_Canceled,28.5,0.0,11.8,55.2
INN24335,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2017,10,29,Offline,0,0,0,130.0,0,Not_Canceled,15.0,1.2,24.0,37.6
INN18028,2,0,2,4,Meal Plan 1,0,Room_Type 1,251,2018,9,22,Online,0,0,0,108.8,0,Canceled,18.9,0.7,30.6,42.8
INN23532,2,0,0,4,Meal Plan 1,0,Room_Type 4,55,2017,11,18,Offline,0,0,0,60.0,1,Not_Canceled,8.7,0.3,18.7,30.1
INN29887,2,0,1,1,Not Selected,0,Room_Type 1,61,2018,9,12,Online,0,0,0,125.1,0,Canceled,27.1,0.0,17.0,42.8
INN22850,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,2017,10,7,Online,0,0,0,94.5,2,Not_Canceled,15.7,1.6,21.1,37.6
INN23755,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,4,12,Online,0,0,0,99.9,0,Canceled,14.4,5.4,11.5,36.4
INN25933,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,2,26,Corporate,0,0,0,31.0,1,Not_Canceled,-0.4,0.0,29.1,27.3
INN34928,2,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,4,2,Online,0,0,0,90.9,0,Canceled,15.4,1.5,19.6,36.4
INN14076,2,1,3,5,Meal Plan 1,0,Room_Type 4,101,2018,8,8,Online,0,0,0,148.9,1,Not_Canceled,26.2,0.2,20.5,55.2
INN00452,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,10,14,Offline,0,0,0,120.0,0,Not_Canceled,25.0,0.0,27.7,38.9
INN26883,2,0,0,1,Meal Plan 1,0,Room_Type 1,97,2017,8,19,Online,0,0,0,76.5,1,Not_Canceled,19.8,0.1,21.6,54.8
INN27983,1,0,2,5,Meal Plan 1,0,Room_Type 4,51,2018,6,5,Corporate,0,0,0,110.0,0,Canceled,21.6,15.2,16.8,43.5
INN16355,2,1,2,0,Meal Plan 1,0,Room_Type 4,75,2018,10,2,Online,0,0,0,96.78,1,Not_Canceled,16.8,0.2,24.1,38.9
