lead_time,no_of_special_requests,avg_price_per_room,no_of_weekend_nights,no_of_week_nights,temperature_max,market_segment_type,windspeed_max,arrival_month,arrival_date,booking_status
72.0,0.0,78.15,0.0,1.0,2.9,4,17.3,3.0,19.0,0
31.0,0.0,118.5,1.0,1.0,26.6,3,8.0,6.0,20.0,1
68.0,1.0,74.61,2.0,2.0,8.4,4,18.7,11.0,18.0,1
24.0,2.0,154.0,0.0,2.0,8.9,4,33.6,10.0,28.0,1
10.0,1.0,89.89,2.0,2.0,13.9,4,29.0,12.0,3.0,1
86.0,1.0,32.5,1.0,2.0,21.6,3,14.8,5.0,20.0,1
59.0,1.0,60.35,1.0,2.0,13.3,4,24.5,10.0,31.0,1
47.0,1.0,97.82,2.0,3.0,24.0,4,9.8,10.0,16.0,1
88.0,1.0,150.3,0.0,1.0,27.4,4,16.5,8.0,19.0,1
0.0,1.0,0.0,0.0,1.0,6.8,1,24.2,1.0,19.0,1
71.0,0.0,120.15,2.0,0.0,18.4,4,28.5,11.0,6.0,1
14.0,0.0,90.1,2.0,5.0,13.4,4,21.9,12.0,6.0,1
146.0,2.0,146.7,0.0,1.0,28.8,4,16.1,7.0,8.0,1
80.0,1.0,80.3,0.0,3.0,11.7,4,16.2,3.0,3.0,1
60.0,0.0,126.0,0.0,3.0,12.1,4,39.1,12.0,8.0,0
49.0,0.0,60.0,1.0,4.0,10.7,3,12.4,11.0,9.0,1
8.0,2.0,128.5,1.0,3.0,26.6,4,8.0,6.0,20.0,1
45.0,0.0,0.0,1.0,3.0,9.3,1,17.5,11.0,24.0,1
185.0,1.0,114.75,2.0,6.0,31.1,4,14.5,8.0,2.0,0
2.0,1.0,110.5,2.0,2.0,13.1,4,23.0,12.0,24.0,1
112.0,0.0,132.6,0.0,4.0,20.9,4,17.7,6.0,1.0,0
205.0,2.0,126.9,1.0,2.0,24.6,4,13.4,9.0,5.0,0
47.0,0.0,116.1,2.0,0.0,23.0,4,13.6,5.0,22.0,1
87.0,0.0,75.0,2.0,2.0,8.9,3,21.8,12.0,18.0,1
119.0,0.0,82.45,3.0,5.0,27.2,3,14.0,7.0,4.0,1
48.0,1.0,140.4,0.0,5.0,16.1,4,20.6,5.0,10.0,1
68.0,2.0,117.0,2.0,0.0,19.5,4,18.3,4.0,24.0,1
1.0,0.0,120.0,0.0,1.0,9.2,4,11.6,11.0,23.0,1
117.0,2.0,123.3,2.0,2.0,8.9,4,33.6,10.0,28.0,1
7.0,1.0,114.0,0.0,1.0,13.1,4,28.9,10.0,22.0,1
7.0,1.0,66.22,1.0,3.0,10.6,4,24.6,2.0,15.0,0
121.0,1.0,112.5,0.0,2.0,28.9,4,12.5,7.0,7.0,1
158.0,1.0,90.95,1.0,3.0,30.9,4,16.2,6.0,30.0,1
0.0,0.0,0.0,2.0,7.0,23.0,1,11.6,8.0,25.0,1
6.0,1.0,65.0,0.0,1.0,24.0,2,12.9,6.0,8.0,1
203.0,0.0,85.5,2.0,5.0,17.1,4,14.0,10.0,24.0,0
152.0,1.0,94.5,0.0,2.0,34.8,4,20.8,7.0,27.0,1
5.0,0.0,1.0,0.0,2.0,9.6,4,34.7,3.0,8.0,1
40.0,0.0,60.0,2.0,1.0,9.1,3,8.0,11.0,7.0,1
18.0,1.0,126.0,0.0,1.0,17.6,4,11.9,10.0,9.0,1
116.0,0.0,85.0,2.0,1.0,-0.2,3,26.6,2.0,28.0,1
1.0,1.0,159.0,0.0,1.0,21.6,4,10.2,9.0,15.0,1
64.0,1.0,93.6,0.0,3.0,4.9,4,9.2,11.0,22.0,0
29.0,0.0,87.0,1.0,4.0,8.6,3,19.6,3.0,2.0,1
162.0,0.0,60.0,0.0,3.0,16.0,3,9.1,9.0,17.0,1
212.0,0.0,78.0,2.0,3.0,21.6,4,14.8,5.0,20.0,0
106.0,0.0,79.0,2.0,4.0,18.4,2,28.5,11.0,6.0,0
2.0,1.0,175.0,1.0,0.0,28.4,4,14.9,9.0,11.0,1
82.0,1.0,88.01,1.0,3.0,30.9,4,16.2,6.0,30.0,1
45.0,1.0,86.55,0.0,1.0,-2.2,4,21.4,2.0,27.0,1
11.0,1.0,129.0,2.0,1.0,16.6,4,17.6,9.0,25.0,1
0.0,0.0,65.0,0.0,2.0,16.0,2,15.7,10.0,27.0,1
59.0,2.0,137.7,0.0,1.0,25.8,4,11.3,4.0,21.0,1
34.0,1.0,6.5,2.0,0.0,-0.2,1,26.6,2.0,28.0,1
117.0,0.0,55.0,2.0,1.0,11.6,3,32.1,3.0,12.0,1
22.0,0.0,199.0,0.0,5.0,8.0,4,36.1,12.0,29.0,1
102.0,2.0,130.5,0.0,1.0,26.0,4,21.9,7.0,9.0,1
2.0,0.0,0.0,2.0,2.0,17.6,4,11.9,10.0,9.0,1
8.0,1.0,151.0,0.0,1.0,28.9,4,14.1,7.0,2.0,0
4.0,0.0,149.0,0.0,1.0,26.4,4,16.6,5.0,28.0,1
32.0,2.0,140.0,1.0,3.0,22.8,4,16.9,10.0,6.0,1
2.0,0.0,90.09,2.0,3.0,14.3,4,12.4,11.0,1.0,1
24.0,1.0,107.0,0.0,3.0,16.3,4,19.3,10.0,8.0,1
73.0,1.0,82.45,0.0,4.0,11.1,4,24.2,3.0,29.0,1
156.0,1.0,93.08,2.0,2.0,28.9,4,14.1,7.0,2.0,0
14.0,1.0,152.67,0.0,3.0,26.8,4,23.2,6.0,28.0,0
44.0,1.0,117.9,1.0,5.0,26.8,4,23.2,6.0,28.0,1
29.0,1.0,73.73,1.0,3.0,9.7,4,23.8,3.0,7.0,1
11.0,2.0,96.0,1.0,2.0,9.8,4,43.0,12.0,11.0,1
5.0,2.0,66.0,0.0,1.0,4.1,3,24.4,2.0,4.0,1
12.0,1.0,65.0,0.0,2.0,19.7,2,18.7,6.0,14.0,1
35.0,1.0,76.05,1.0,2.0,14.2,3,12.5,3.0,25.0,1
0.0,0.0,59.94,0.0,4.0,9.5,4,11.5,11.0,16.0,1
2.0,2.0,130.0,0.0,1.0,23.7,4,17.5,8.0,17.0,1
35.0,1.0,109.0,0.0,2.0,8.9,4,33.6,10.0,28.0,0
180.0,1.0,0.0,1.0,1.0,15.7,4,24.3,5.0,2.0,1
14.0,1.0,109.0,2.0,2.0,11.2,4,26.2,3.0,13.0,1
3.0,1.0,135.0,2.0,2.0,24.0,4,9.8,10.0,16.0,1
11.0,1.0,89.0,1.0,2.0,11.0,4,21.3,1.0,29.0,1
8.0,0.0,259.0,1.0,1.0,15.9,4,15.6,9.0,24.0,0
39.0,1.0,81.0,0.0,1.0,-0.4,4,29.1,2.0,26.0,1
41.0,0.0,85.6,0.0,1.0,26.8,3,23.2,6.0,28.0,1
54.0,0.0,60.0,0.0,4.0,8.7,3,18.7,11.0,18.0,1
0.0,1.0,76.5,0.0,1.0,9.1,3,19.8,3.0,17.0,1
161.0,2.0,108.8,2.0,3.0,16.8,4,24.1,10.0,2.0,0
70.0,2.0,119.85,2.0,5.0,20.0,4,13.4,5.0,11.0,1
239.0,0.0,96.3,2.0,1.0,17.0,4,17.0,10.0,23.0,0
34.0,0.0,111.6,0.0,1.0,19.9,4,21.4,9.0,7.0,1
42.0,0.0,65.0,0.0,3.0,15.9,2,17.0,9.0,15.0,1
32.0,1.0,130.0,0.0,2.0,13.2,4,26.7,11.0,11.0,1
0.0,2.0,147.0,0.0,1.0,19.7,4,18.4,6.0,22.0,1
9.0,0.0,144.33,2.0,1.0,12.9,4,13.0,3.0,26.0,0
3.0,0.0,95.0,1.0,0.0,5.4,4,10.1,11.0,21.0,0
84.0,0.0,50.33,2.0,4.0,12.1,3,16.2,3.0,5.0,1
5.0,0.0,91.0,0.0,1.0,8.6,0,19.6,3.0,2.0,1
58.0,2.0,191.9,0.0,3.0,34.8,4,20.8,7.0,27.0,1
34.0,2.0,79.8,2.0,2.0,14.2,4,12.5,3.0,25.0,1
84.0,0.0,131.4,1.0,3.0,24.4,4,10.1,8.0,15.0,1
3.0,2.0,195.0,1.0,0.0,22.2,4,11.9,10.0,9.0,1
70.0,0.0,146.7,1.0,0.0,26.9,4,13.9,7.0,31.0,0
59.0,1.0,109.8,0.0,4.0,21.0,4,11.1,8.0,31.0,1
10.0,2.0,161.0,0.0,1.0,21.7,4,10.6,9.0,24.0,1
36.0,0.0,133.2,0.0,2.0,24.8,4,14.3,6.0,9.0,0
302.0,1.0,74.6,2.0,8.0,31.1,4,14.5,8.0,2.0,1
79.0,0.0,105.0,2.0,3.0,9.5,3,42.2,4.0,30.0,1
1.0,1.0,77.03,3.0,5.0,12.2,4,22.2,12.0,5.0,1
71.0,0.0,85.0,0.0,3.0,27.8,3,13.0,7.0,6.0,1
62.0,2.0,167.79,2.0,3.0,19.5,4,18.3,4.0,24.0,1
50.0,1.0,74.61,1.0,3.0,8.2,4,17.8,11.0,17.0,1
149.0,1.0,65.45,0.0,4.0,9.5,4,11.5,11.0,16.0,1
43.0,2.0,146.33,0.0,3.0,16.5,4,14.5,10.0,20.0,1
0.0,1.0,0.0,0.0,1.0,4.6,1,17.6,12.0,9.0,1
206.0,0.0,102.85,2.0,5.0,22.8,4,16.9,10.0,6.0,0
4.0,0.0,115.0,0.0,2.0,15.9,3,17.0,9.0,15.0,1
122.0,2.0,153.0,0.0,3.0,19.2,4,26.3,5.0,12.0,1
69.0,0.0,83.0,0.0,2.0,18.4,3,12.1,9.0,22.0,1
75.0,0.0,75.0,1.0,1.0,13.9,3,29.0,12.0,3.0,1
17.0,0.0,97.0,1.0,3.0,9.1,4,19.8,3.0,17.0,0
7.0,1.0,0.0,0.0,0.0,24.5,4,21.7,10.0,10.0,1
2.0,3.0,130.0,0.0,2.0,9.6,4,15.6,10.0,27.0,1
42.0,4.0,121.33,1.0,2.0,13.2,4,26.7,11.0,11.0,1
51.0,0.0,90.0,1.0,3.0,10.4,4,9.7,11.0,3.0,0
52.0,1.0,73.2,1.0,2.0,10.4,4,14.4,11.0,6.0,1
27.0,1.0,120.12,0.0,2.0,19.7,4,18.4,6.0,22.0,1
191.0,0.0,94.5,1.0,2.0,29.3,4,15.8,8.0,22.0,0
37.0,2.0,94.18,1.0,4.0,8.1,4,23.1,11.0,25.0,1
51.0,1.0,151.2,2.0,0.0,16.8,4,24.1,10.0,2.0,1
7.0,0.0,79.0,1.0,0.0,10.3,2,6.8,11.0,16.0,1
3.0,0.0,95.0,1.0,2.0,27.1,3,17.0,9.0,12.0,1
69.0,3.0,140.4,2.0,1.0,24.5,4,13.8,5.0,7.0,1
59.0,0.0,75.0,2.0,1.0,11.4,3,13.1,11.0,12.0,1
9.0,0.0,96.0,0.0,3.0,4.6,4,17.6,12.0,9.0,1
10.0,0.0,109.0,0.0,3.0,9.1,4,19.8,3.0,17.0,0
49.0,1.0,79.63,1.0,2.0,7.7,4,17.7,3.0,4.0,1
42.0,0.0,103.84,1.0,3.0,25.8,4,11.3,4.0,21.0,1
0.0,0.0,65.0,1.0,1.0,7.0,2,17.7,3.0,21.0,1
26.0,0.0,139.0,0.0,2.0,21.6,4,10.2,9.0,15.0,0
0.0,1.0,130.9,0.0,3.0,23.1,4,21.1,8.0,10.0,1
7.0,0.0,153.0,1.0,1.0,23.4,4,25.5,8.0,17.0,1
80.0,1.0,76.5,1.0,2.0,23.1,4,15.2,7.0,3.0,0
197.0,2.0,137.7,2.0,3.0,22.6,4,21.9,8.0,27.0,0
73.0,0.0,105.9,0.0,3.0,14.2,4,26.0,4.0,28.0,1
8.0,0.0,109.25,0.0,4.0,13.9,4,19.3,10.0,28.0,1
15.0,0.0,100.73,1.0,3.0,24.0,4,13.1,5.0,30.0,1
17.0,2.0,196.0,0.0,1.0,29.1,4,11.8,7.0,23.0,1
16.0,0.0,93.0,0.0,1.0,9.5,4,11.5,11.0,16.0,1
16.0,0.0,75.0,0.0,1.0,17.2,2,20.7,3.0,11.0,1
64.0,1.0,168.3,0.0,2.0,24.9,4,8.8,9.0,16.0,1
3.0,2.0,149.0,0.0,2.0,21.6,4,10.2,9.0,15.0,1
129.0,0.0,131.75,1.0,4.0,31.1,4,11.3,7.0,25.0,0
154.0,3.0,126.9,0.0,3.0,22.5,4,8.1,9.0,8.0,1
60.0,1.0,127.8,0.0,1.0,25.4,4,24.5,10.0,11.0,1
3.0,0.0,67.5,2.0,7.0,10.4,4,16.1,12.0,22.0,1
185.0,2.0,85.0,2.0,1.0,12.6,4,24.1,3.0,27.0,1
18.0,1.0,93.84,2.0,3.0,13.2,4,26.7,11.0,11.0,1
185.0,0.0,61.0,2.0,4.0,26.0,4,8.3,8.0,28.0,0
33.0,1.0,125.1,1.0,2.0,28.4,4,12.8,9.0,9.0,1
112.0,2.0,126.3,1.0,3.0,12.2,4,22.2,12.0,5.0,0
37.0,1.0,108.9,0.0,1.0,24.8,4,14.3,6.0,9.0,1
37.0,1.0,90.9,0.0,2.0,13.1,4,28.9,10.0,22.0,1
2.0,0.0,67.0,0.0,1.0,17.6,2,19.9,5.0,4.0,1
1.0,1.0,149.0,0.0,1.0,24.5,4,19.2,9.0,3.0,1
62.0,1.0,91.48,0.0,1.0,24.7,4,21.9,4.0,22.0,1
219.0,0.0,92.65,1.0,3.0,22.8,4,16.9,10.0,6.0,0
102.0,3.0,152.1,1.0,2.0,27.4,4,16.5,8.0,19.0,1
36.0,2.0,109.0,0.0,3.0,15.7,4,11.3,10.0,25.0,1
22.0,2.0,198.88,2.0,3.0,7.3,4,14.4,12.0,29.0,1
18.0,0.0,95.0,0.0,1.0,24.5,2,6.6,9.0,27.0,1
36.0,2.0,147.6,0.0,3.0,20.0,4,25.1,9.0,28.0,1
115.0,0.0,141.3,1.0,4.0,27.1,4,13.8,7.0,18.0,1
47.0,0.0,85.5,2.0,3.0,14.8,3,11.0,4.0,16.0,1
36.0,0.0,115.2,0.0,1.0,12.8,4,16.1,3.0,24.0,0
24.0,0.0,156.0,2.0,2.0,11.9,4,22.4,4.0,29.0,1
87.0,2.0,76.5,2.0,1.0,19.0,4,8.2,8.0,9.0,1
48.0,0.0,75.0,0.0,3.0,12.3,3,29.7,11.0,10.0,1
25.0,0.0,72.8,2.0,1.0,5.0,4,25.3,2.0,14.0,0
87.0,0.0,132.3,2.0,4.0,24.0,4,9.8,10.0,16.0,0
65.0,0.0,76.5,0.0,1.0,17.2,4,21.8,3.0,10.0,1
74.0,0.0,126.9,0.0,3.0,17.5,4,19.9,5.0,17.0,1
50.0,0.0,78.3,0.0,2.0,-0.4,4,29.1,2.0,26.0,0
29.0,0.0,77.6,2.0,1.0,10.8,4,18.1,1.0,30.0,0
74.0,2.0,88.4,0.0,4.0,10.6,4,11.2,11.0,15.0,0
1.0,2.0,161.5,2.0,2.0,2.9,4,17.3,3.0,19.0,1
106.0,2.0,72.25,2.0,6.0,28.8,3,16.1,7.0,8.0,1
0.0,0.0,79.0,0.0,2.0,6.0,4,20.3,2.0,12.0,1
10.0,0.0,75.0,0.0,1.0,17.2,3,20.7,3.0,11.0,1
157.0,0.0,106.0,1.0,2.0,28.5,2,11.8,8.0,1.0,0
115.0,2.0,107.41,0.0,2.0,7.3,4,14.4,12.0,29.0,1
35.0,0.0,81.9,2.0,5.0,14.1,4,17.7,3.0,9.0,0
9.0,2.0,177.0,0.0,2.0,19.5,4,16.3,6.0,17.0,1
26.0,0.0,90.44,0.0,5.0,4.6,4,23.3,3.0,1.0,1
61.0,2.0,89.25,1.0,4.0,21.4,4,25.7,10.0,19.0,1
40.0,0.0,77.23,2.0,5.0,5.0,4,25.3,2.0,14.0,0
165.0,0.0,94.5,1.0,0.0,25.0,4,13.8,7.0,17.0,0
46.0,0.0,100.62,1.0,4.0,19.8,4,25.4,8.0,29.0,1
114.0,2.0,109.8,1.0,4.0,5.4,4,23.4,12.0,28.0,0
190.0,1.0,108.45,0.0,4.0,20.2,4,27.5,8.0,9.0,0
0.0,0.0,70.03,0.0,3.0,26.0,4,10.2,4.0,19.0,1
76.0,1.0,159.3,0.0,3.0,19.2,4,26.3,5.0,12.0,1
77.0,1.0,95.2,2.0,2.0,14.8,4,11.0,4.0,16.0,1
74.0,3.0,132.6,2.0,3.0,21.6,4,11.3,5.0,21.0,1
121.0,1.0,173.25,0.0,1.0,34.8,4,20.8,7.0,27.0,1
12.0,0.0,159.0,1.0,1.0,26.1,4,19.8,9.0,19.0,1
68.0,0.0,78.3,1.0,1.0,4.8,4,25.7,2.0,13.0,0
0.0,0.0,65.0,1.0,0.0,15.0,2,5.7,10.0,26.0,1
195.0,0.0,99.95,0.0,4.0,33.7,4,17.7,8.0,3.0,0
14.0,0.0,147.5,2.0,2.0,11.9,4,22.4,4.0,29.0,0
16.0,0.0,70.41,0.0,1.0,9.2,4,11.6,11.0,23.0,1
5.0,0.0,66.0,0.0,1.0,5.5,2,15.7,2.0,3.0,1
59.0,2.0,117.0,1.0,3.0,20.5,4,12.8,10.0,17.0,1
0.0,0.0,79.0,0.0,1.0,11.1,4,19.7,1.0,28.0,1
0.0,0.0,103.1,1.0,0.0,10.5,4,17.4,3.0,6.0,1
124.0,3.0,146.03,2.0,2.0,18.4,4,28.5,11.0,6.0,1
22.0,1.0,87.0,1.0,3.0,9.4,4,15.9,12.0,24.0,1
0.0,2.0,98.0,0.0,1.0,12.4,4,33.8,12.0,7.0,1
29.0,1.0,115.0,0.0,3.0,14.0,3,34.8,12.0,31.0,1
14.0,2.0,146.2,2.0,3.0,2.9,4,17.3,3.0,19.0,1
27.0,0.0,140.2,1.0,1.0,20.0,4,10.2,9.0,26.0,0
28.0,1.0,122.0,0.0,2.0,22.4,4,12.0,9.0,1.0,0
31.0,1.0,88.0,2.0,0.0,9.0,4,21.2,11.0,27.0,1
6.0,0.0,140.0,0.0,1.0,7.7,4,17.7,3.0,4.0,1
141.0,0.0,99.96,1.0,4.0,24.0,4,13.1,5.0,30.0,0
0.0,0.0,0.0,0.0,1.0,25.8,1,11.3,4.0,21.0,1
151.0,0.0,300.0,2.0,3.0,27.6,3,11.5,7.0,3.0,0
156.0,1.0,105.3,0.0,1.0,34.0,4,7.7,7.0,26.0,0
104.0,1.0,105.3,0.0,1.0,29.2,4,13.8,7.0,19.0,1
0.0,2.0,168.0,1.0,1.0,26.1,4,19.8,9.0,19.0,1
48.0,0.0,80.3,0.0,1.0,1.0,4,18.6,2.0,6.0,1
126.0,0.0,131.47,2.0,4.0,27.6,4,11.5,7.0,3.0,1
24.0,0.0,85.0,2.0,1.0,1.0,4,18.6,2.0,6.0,0
2.0,2.0,0.0,0.0,1.0,9.2,1,19.8,12.0,10.0,1
39.0,0.0,60.1,1.0,2.0,18.4,4,17.6,2.0,29.0,1
27.0,1.0,125.25,0.0,3.0,28.5,4,22.3,6.0,29.0,1
262.0,0.0,106.0,1.0,2.0,13.4,2,10.6,11.0,14.0,0
49.0,0.0,150.3,1.0,2.0,24.5,4,14.3,6.0,3.0,0
79.0,0.0,120.6,2.0,4.0,21.7,4,16.6,6.0,16.0,1
28.0,0.0,93.4,1.0,3.0,24.6,4,13.4,9.0,5.0,1
75.0,1.0,112.79,2.0,2.0,14.9,4,23.3,10.0,22.0,0
125.0,1.0,118.58,0.0,4.0,25.8,4,14.0,7.0,5.0,1
3.0,0.0,85.0,0.0,1.0,25.0,3,14.5,7.0,21.0,1
210.0,0.0,76.5,0.0,1.0,24.7,4,26.0,7.0,30.0,0
25.0,0.0,9.0,0.0,2.0,13.2,1,26.7,11.0,11.0,1
34.0,1.0,90.0,2.0,3.0,18.5,3,12.1,10.0,25.0,1
33.0,1.0,152.1,0.0,1.0,23.8,4,12.8,8.0,11.0,1
64.0,1.0,126.0,1.0,2.0,8.4,4,18.7,11.0,18.0,1
0.0,1.0,84.0,0.0,1.0,3.8,2,21.2,12.0,13.0,1
82.0,0.0,126.9,1.0,1.0,26.6,4,8.0,6.0,20.0,0
49.0,0.0,78.3,1.0,2.0,7.7,4,17.7,3.0,4.0,0
72.0,0.0,104.4,0.0,2.0,14.1,4,20.6,10.0,26.0,1
6.0,0.0,65.0,0.0,1.0,17.4,2,16.6,5.0,18.0,1
17.0,1.0,109.0,0.0,1.0,11.8,4,17.2,3.0,16.0,1
0.0,1.0,65.0,0.0,3.0,17.5,2,19.9,5.0,17.0,1
12.0,0.0,75.0,0.0,2.0,12.2,4,26.6,1.0,22.0,1
144.0,0.0,112.0,2.0,2.0,27.6,3,11.5,7.0,3.0,1
38.0,0.0,117.9,1.0,0.0,27.2,4,14.0,7.0,4.0,0
63.0,1.0,103.87,1.0,4.0,14.9,4,19.9,4.0,25.0,1
108.0,0.0,82.4,1.0,4.0,24.4,4,16.8,4.0,18.0,0
32.0,1.0,109.8,1.0,1.0,14.8,4,11.0,4.0,16.0,1
4.0,2.0,100.0,0.0,1.0,10.6,4,9.0,11.0,17.0,1
50.0,2.0,189.9,1.0,2.0,24.5,4,14.3,6.0,3.0,1
49.0,1.0,158.4,2.0,1.0,25.5,4,21.3,10.0,15.0,0
11.0,0.0,193.0,1.0,3.0,11.7,4,16.2,3.0,3.0,0
47.0,1.0,101.1,0.0,3.0,11.8,4,17.2,3.0,16.0,0
4.0,1.0,0.0,0.0,1.0,9.8,1,43.0,12.0,11.0,1
78.0,3.0,130.58,2.0,2.0,18.0,3,10.6,10.0,21.0,1
132.0,2.0,143.1,1.0,1.0,21.3,4,12.8,6.0,11.0,1
27.0,2.0,96.9,2.0,2.0,14.1,4,19.7,11.0,13.0,1
73.0,0.0,107.1,0.0,2.0,27.8,4,13.0,7.0,6.0,0
1.0,1.0,73.92,0.0,1.0,16.7,4,18.6,4.0,15.0,1
30.0,2.0,120.53,0.0,3.0,21.0,4,11.1,8.0,31.0,1
256.0,2.0,133.11,2.0,3.0,25.0,4,27.7,10.0,14.0,0
33.0,2.0,85.5,0.0,2.0,15.1,4,7.7,9.0,16.0,1
1.0,2.0,90.0,2.0,2.0,20.1,4,22.0,8.0,8.0,1
202.0,2.0,96.3,0.0,3.0,16.5,4,14.5,10.0,20.0,0
65.0,0.0,90.9,0.0,2.0,10.9,4,20.9,4.0,1.0,0
13.0,1.0,95.0,0.0,1.0,20.5,4,15.6,6.0,23.0,1
150.0,1.0,126.86,2.0,6.0,30.9,4,16.2,6.0,30.0,0
20.0,0.0,95.0,2.0,1.0,25.7,3,18.9,9.0,18.0,1
129.0,0.0,109.8,0.0,2.0,19.1,4,19.8,8.0,25.0,1
182.0,0.0,99.3,0.0,3.0,19.9,4,18.8,8.0,24.0,0
80.0,2.0,126.0,1.0,2.0,8.4,4,18.7,11.0,18.0,1
23.0,1.0,65.55,1.0,3.0,18.6,3,27.8,9.0,10.0,1
136.0,1.0,113.05,2.0,2.0,14.3,4,26.6,5.0,14.0,1
24.0,1.0,0.0,0.0,1.0,10.9,1,23.6,11.0,5.0,1
119.0,0.0,110.0,0.0,2.0,23.6,3,13.8,6.0,7.0,1
21.0,0.0,85.0,0.0,3.0,15.7,3,11.3,10.0,25.0,1
18.0,0.0,64.0,1.0,2.0,6.0,3,20.3,2.0,12.0,1
233.0,0.0,158.95,1.0,4.0,29.3,4,15.8,8.0,22.0,0
5.0,1.0,67.0,1.0,0.0,12.6,2,25.9,11.0,7.0,1
10.0,2.0,97.0,2.0,2.0,14.1,4,19.7,11.0,13.0,1
130.0,1.0,123.67,1.0,2.0,14.2,4,12.5,3.0,25.0,1
3.0,0.0,183.0,0.0,3.0,8.6,4,19.6,3.0,2.0,1
6.0,2.0,126.0,1.0,0.0,17.8,4,28.6,10.0,5.0,1
35.0,0.0,82.35,2.0,2.0,5.9,4,9.8,2.0,19.0,1
220.0,1.0,90.0,1.0,1.0,24.4,4,10.1,8.0,15.0,1
0.0,0.0,61.68,0.0,1.0,27.2,4,28.3,7.0,29.0,1
36.0,1.0,67.32,0.0,2.0,11.1,3,24.2,3.0,29.0,1
39.0,0.0,126.9,0.0,1.0,24.5,4,13.8,5.0,7.0,0
9.0,1.0,97.02,2.0,0.0,21.8,4,11.4,5.0,29.0,1
72.0,0.0,76.5,2.0,5.0,21.2,4,18.1,7.0,22.0,0
117.0,1.0,105.3,0.0,2.0,29.2,4,13.8,7.0,19.0,1
29.0,1.0,95.95,2.0,0.0,19.6,4,14.8,4.0,17.0,1
51.0,3.0,123.69,2.0,5.0,23.6,4,13.0,9.0,2.0,1
2.0,1.0,104.72,0.0,1.0,23.0,4,16.7,10.0,15.0,1
113.0,0.0,118.8,1.0,4.0,19.9,3,21.4,9.0,7.0,0
0.0,0.0,74.14,1.0,0.0,21.1,4,25.2,5.0,16.0,1
211.0,1.0,143.1,0.0,2.0,15.2,4,19.3,10.0,7.0,0
0.0,1.0,110.0,1.0,2.0,23.0,3,14.8,6.0,6.0,1
0.0,0.0,114.0,1.0,0.0,20.5,4,13.0,10.0,18.0,1
4.0,1.0,146.0,0.0,2.0,12.8,4,16.1,3.0,24.0,1
171.0,0.0,126.9,1.0,2.0,24.9,4,8.8,9.0,16.0,0
181.0,1.0,108.45,1.0,4.0,33.7,4,17.7,8.0,3.0,0
6.0,0.0,88.0,1.0,1.0,17.6,3,11.8,4.0,11.0,1
109.0,0.0,0.0,1.0,1.0,18.8,1,15.3,10.0,3.0,1
61.0,0.0,78.3,1.0,2.0,7.7,4,17.7,3.0,4.0,0
114.0,0.0,75.0,1.0,2.0,24.5,3,14.3,6.0,3.0,0
70.0,0.0,86.4,2.0,4.0,12.6,4,24.1,3.0,27.0,0
116.0,1.0,137.7,0.0,2.0,27.5,4,10.0,7.0,14.0,1
153.0,2.0,186.3,2.0,1.0,25.2,4,15.0,8.0,20.0,0
58.0,2.0,88.2,0.0,1.0,11.0,4,36.9,12.0,9.0,1
1.0,2.0,228.0,0.0,1.0,19.9,4,18.8,8.0,24.0,1
10.0,2.0,108.67,1.0,2.0,8.1,4,17.3,11.0,25.0,1
57.0,1.0,79.2,0.0,2.0,13.2,4,26.7,11.0,11.0,1
5.0,2.0,0.0,1.0,0.0,3.0,1,19.8,11.0,20.0,1
165.0,2.0,72.25,2.0,4.0,26.9,3,13.9,7.0,31.0,1
36.0,1.0,114.3,1.0,1.0,11.6,4,32.1,3.0,12.0,0
136.0,0.0,106.25,2.0,5.0,26.8,4,23.2,6.0,28.0,1
126.0,0.0,130.5,2.0,1.0,32.5,4,10.1,8.0,6.0,0
66.0,0.0,108.8,2.0,3.0,16.7,4,18.6,4.0,15.0,1
7.0,1.0,142.19,2.0,1.0,7.2,4,24.3,10.0,29.0,1
10.0,2.0,139.0,2.0,2.0,35.8,4,24.9,8.0,7.0,1
61.0,1.0,139.34,3.0,8.0,27.1,3,13.8,7.0,18.0,0
26.0,1.0,118.0,1.0,3.0,9.7,3,23.8,3.0,7.0,1
16.0,1.0,103.36,0.0,3.0,24.5,4,6.6,9.0,27.0,1
94.0,2.0,137.7,0.0,2.0,25.8,4,13.4,7.0,13.0,1
25.0,1.0,100.0,0.0,3.0,13.4,4,24.4,11.0,1.0,1
55.0,1.0,78.3,2.0,1.0,11.2,4,26.2,3.0,13.0,1
109.0,1.0,108.9,2.0,5.0,26.2,4,20.5,8.0,8.0,0
17.0,0.0,118.0,0.0,1.0,23.6,4,13.0,9.0,2.0,1
0.0,0.0,124.0,0.0,1.0,21.3,4,19.4,8.0,18.0,1
157.0,1.0,76.5,1.0,3.0,32.1,4,12.6,7.0,6.0,0
7.0,0.0,99.88,0.0,4.0,12.4,4,33.8,12.0,7.0,1
20.0,1.0,99.0,2.0,1.0,18.4,4,23.0,6.0,12.0,1
193.0,1.0,99.45,1.0,3.0,25.1,4,15.5,8.0,18.0,1
44.0,1.0,125.55,0.0,2.0,24.5,4,11.3,10.0,5.0,0
77.0,0.0,76.5,2.0,5.0,31.1,4,17.7,7.0,7.0,0
104.0,0.0,107.1,2.0,1.0,25.5,4,10.4,8.0,21.0,0
